sku;_category;_type;_attribute_set;_product_websites;status;visibility;tax_class_id;qty;is_in_stock;_akeneo_variant_group;_super_products_sku;_super_attribute_code;_super_attribute_option;_super_attribute_price_corr;has_options;required_options;name;description;price;clothing_size;container_material;main_color;secondary_color;tshirt_materials;tshirt_style
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_BPL_LS";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"1";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt black and purple with long sleeve";"Akeneo T-Shirt";"10.0";"l";"";"black";"purple";"cotton";"crewneck,long_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_BPL_LS_config";"Hauptkatalog/Büro/Leckereien";"configurable";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"1";"1";"Akeneo T-Shirt black and purple with long sleeve";"Akeneo T-Shirt";"10.0";"l";"";"black";"purple";"cotton";"crewneck,long_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL_LS";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL_LS";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL_LS";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL_LS";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL_LS";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL_LS";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPL_LS";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPL_LS";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPL_LS";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPL_LS";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPL_LS";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPL_LS";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL_LS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL_LS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL_LS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL_LS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL_LS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL_LS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL_LS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL_LS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL_LS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL_LS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL_LS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL_LS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL_LS";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL_LS";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL_LS";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL_LS";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL_LS";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL_LS";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL_LS";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL_LS";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL_LS";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL_LS";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL_LS";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL_LS";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL_LS";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL_LS";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL_LS";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL_LS";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL_LS";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL_LS";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL_LS";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL_LS";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL_LS";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL_LS";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL_LS";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL_LS";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL_LS";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL_LS";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL_LS";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_BPM";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"1";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt black and purple with short sleeve";"Akeneo T-Shirt";"10.0";"m";"";"black";"purple";"cotton";"crewneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_BPM_config";"Hauptkatalog/Büro/Leckereien";"configurable";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"1";"1";"Akeneo T-Shirt black and purple with short sleeve";"Akeneo T-Shirt";"10.0";"m";"";"black";"purple";"cotton";"crewneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPM";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPM";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPM";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPM";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPM";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPM";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_BPM_LS";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"1";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt black and purple with long sleeve";"Akeneo T-Shirt";"10.0";"m";"";"black";"purple";"cotton";"crewneck,long_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_BPM_LS_config";"Hauptkatalog/Büro/Leckereien";"configurable";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"1";"1";"Akeneo T-Shirt black and purple with long sleeve";"Akeneo T-Shirt";"10.0";"m";"";"black";"purple";"cotton";"crewneck,long_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM_LS";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM_LS";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM_LS";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM_LS";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM_LS";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM_LS";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPM_LS";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPM_LS";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPM_LS";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPM_LS";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPM_LS";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPM_LS";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM_LS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM_LS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM_LS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM_LS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM_LS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM_LS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM_LS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM_LS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM_LS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM_LS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM_LS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM_LS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM_LS";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM_LS";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM_LS";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM_LS";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM_LS";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM_LS";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM_LS";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM_LS";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPM_LS";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM_LS";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM_LS";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM_LS";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM_LS";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM_LS";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM_LS";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM_LS";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM_LS";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBM_LS";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM_LS";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM_LS";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM_LS";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM_LS";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM_LS";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM_LS";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM_LS";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM_LS";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWM_LS";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_BPS";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"1";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt black and purple with short sleeve";"Akeneo T-Shirt";"10.0";"s";"";"black";"purple";"cotton";"crewneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_BPS_config";"Hauptkatalog/Büro/Leckereien";"configurable";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"1";"1";"Akeneo T-Shirt black and purple with short sleeve";"Akeneo T-Shirt";"10.0";"s";"";"black";"purple";"cotton";"crewneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPS";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPS";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPS";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPS";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPS";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPS";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPS";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPS";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPS";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPS";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPS";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPS";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBS";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
